ECF.Core.Container.CSX25519Ed25519AesGcmSha256,ECF.Core.Container.CSX25519Ed25519AesGcmSha512,ECF.Core.Container.CSX25519Ed25519AegisSha256,ECF.Core.Container.CSX25519Ed25519AegisSha512,run
0.0567127,0.0521647,0.0550478,0.0510234,0
0.0572402,0.0521868,0.0552556,0.0513771,1
0.0563413,0.0518912,0.0554521,0.0510949,2
0.0562455,0.0513004,0.0545811,0.0504594,3
0.0562515,0.0519907,0.0552941,0.0511878,4
0.0563973,0.051466,0.0545324,0.0505424,5
0.0559761,0.0517135,0.0553685,0.0509446,6
0.0566064,0.0513117,0.0545559,0.0503651,7
0.0561421,0.0518552,0.0551504,0.0509259,8
0.0564679,0.0512303,0.0544995,0.0503856,9
0.0557124,0.0518488,0.0550012,0.0509642,10
0.0566567,0.0512311,0.0544838,0.0503783,11
0.0557222,0.0517644,0.0550237,0.0509359,12
0.0562637,0.051219,0.0545153,0.0503724,13
0.0557322,0.0517797,0.055088,0.0509581,14
0.0564512,0.0516308,0.0544906,0.0504533,15
0.0560778,0.0519893,0.0552174,0.0509636,16
0.0563819,0.051189,0.0545163,0.0506503,17
0.055852,0.0520812,0.0550141,0.0509273,18
0.0566005,0.0514592,0.0544616,0.0503828,19
0.0557558,0.0518012,0.0550294,0.0509283,20
0.0564933,0.0512407,0.0546035,0.0504363,21
0.0557725,0.0517216,0.0549785,0.0509443,22
0.0563253,0.0511373,0.0545293,0.0503669,23
0.0559791,0.0516897,0.0550624,0.050972,24
0.0563009,0.0515122,0.0545129,0.0504859,25
0.0557514,0.0517416,0.0552094,0.0509438,26
0.0564347,0.0511385,0.0546762,0.0503823,27
0.055776,0.051886,0.0552963,0.0509519,28
0.0562452,0.0512404,0.0546475,0.0503565,29
0.0567155,0.0517962,0.0551374,0.0511296,30
0.0573938,0.0512611,0.0544605,0.0504229,31
0.0563835,0.0522266,0.0550127,0.0509624,32
0.0568791,0.0517829,0.0544971,0.0503506,33
0.0562074,0.0519807,0.0551337,0.0510547,34
0.0569199,0.0514722,0.0544846,0.0504312,35
0.0565429,0.0516957,0.0563193,0.0509635,36
0.0559116,0.051395,0.0553958,0.0503861,37
0.0560058,0.0519321,0.0559212,0.0509618,38
0.0561081,0.0511447,0.055323,0.0503862,39
0.0555711,0.0517535,0.0558775,0.050937,40
0.056168,0.0512738,0.0552783,0.0505233,41
0.0554922,0.0522302,0.0559159,0.0512346,42
0.0558319,0.0514083,0.0552983,0.0503886,43
0.0556043,0.0517579,0.0559076,0.0509172,44
0.0562042,0.0513738,0.0557045,0.0510843,45
0.0554087,0.0519812,0.0559017,0.0512862,46
0.0559961,0.0511575,0.0553539,0.0508584,47
0.0555038,0.0520493,0.0558744,0.0513714,48
0.0558892,0.0516745,0.0553124,0.0508444,49
0.0555412,0.0519655,0.0559013,0.051411,50
0.0556249,0.0512495,0.0553237,0.0507768,51
0.0552448,0.0521368,0.0559381,0.0514222,52
0.0558545,0.0511735,0.0555471,0.0507739,53
0.0551728,0.0517921,0.0560863,0.0513688,54
0.0565,0.0512268,0.0553072,0.050848,55
0.0551308,0.0518247,0.0562194,0.0514049,56
0.0560525,0.0511729,0.055309,0.0508412,57
0.0558929,0.0517762,0.0559186,0.0513201,58
0.0560805,0.0513545,0.055288,0.0510004,59
0.0551429,0.0519909,0.0558254,0.0515149,60
0.0556303,0.0519779,0.0553248,0.0508975,61
0.0553621,0.0519794,0.0560422,0.0516007,62
0.0558764,0.0512369,0.0552841,0.0508962,63
0.0551357,0.0516874,0.0558637,0.0512967,64
0.0559795,0.0520183,0.0554298,0.0508465,65
0.0554521,0.0519234,0.0560356,0.0514358,66
0.055807,0.0515478,0.0554885,0.0509531,67
0.055868,0.0518159,0.0558053,0.051346,68
0.0563149,0.0514992,0.0557766,0.0508245,69
0.0559012,0.051793,0.0563503,0.0514118,70
0.0563542,0.0512653,0.055304,0.0509089,71
0.0556521,0.0517154,0.0558457,0.0513467,72
0.0560011,0.0512642,0.0553432,0.0508052,73
0.0553196,0.0521142,0.0558208,0.0513947,74
0.0570708,0.0512963,0.0553135,0.0508186,75
0.0560301,0.0518376,0.0559993,0.0515001,76
0.0562758,0.0515561,0.0552988,0.0507432,77
0.0557314,0.0516845,0.0559314,0.0515475,78
0.0567488,0.0511287,0.0553059,0.0511325,79
0.0565407,0.0519873,0.0558757,0.0514014,80
0.0573199,0.0513227,0.0553658,0.0509331,81
0.0562778,0.051936,0.0560201,0.0513355,82
0.0565539,0.0511029,0.055338,0.0508878,83
0.0559264,0.0518584,0.0558869,0.0514715,84
0.0567351,0.0511947,0.0553458,0.0509053,85
0.0551485,0.0519094,0.0559488,0.0516194,86
0.0556985,0.0512287,0.0553225,0.0508235,87
0.0550439,0.0520027,0.0558752,0.051325,88
0.055659,0.051669,0.0552989,0.0508325,89
0.0554884,0.0519309,0.0560781,0.0513219,90
0.0566241,0.051256,0.0552973,0.0508214,91
0.0549576,0.0517151,0.0557822,0.0514371,92
0.0559369,0.05123,0.0553778,0.0508471,93
0.0549308,0.051709,0.0558164,0.0514073,94
0.0555447,0.0512391,0.0553049,0.0508611,95
0.0549965,0.0517065,0.0558245,0.0514079,96
0.056688,0.0512409,0.055409,0.0510498,97
0.0549027,0.0518484,0.0562831,0.0518179,98
0.0554472,0.051111,0.0553585,0.0513059,99
